id	raw_category	category	count	nyu40id	eigen13id	nyuClass	nyu40class	eigen13class	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey
39	cushion	cushion	6	18	7	pillow	pillow	Objects					n03151500	cushion.n.03
1210	carton	carton	6	40	7		otherprop	Objects						
117	step	step	6	38	7		otherstructure	Objects					n04314914	step.n.04
822	drying rack	drying rack	6	39	6	drying rack	otherfurniture	Furniture						
238	slippers	slipper	6	40	7	shoe	otherprop	Objects					n04199027	shoe.n.01
143	pool table	pool table	6	39	6	pool table	otherfurniture	Furniture	table	table	table	4379243	n03982430	pool_table.n.01
1211	soda stream	soda stream	6	40	7		otherprop	Objects						
228	toilet brush	toilet brush	6	40	7	toilet brush	otherprop	Objects						
494	loft bed	loft bed	6	4	1	bed	bed	Bed	bed	bed	bed	2818832	n02818832	bed.n.01
226	cooking pot	cooking pot	6	40	7	pot	otherprop	Objects						
91	heater	heater	6	39	6	heater	otherfurniture	Furniture					n03508101	heater.n.01
1072	messenger bag	messenger bag	6	37	7	bag	bag	Objects						
435	stapler	stapler	6	40	7	stapler	otherprop	Objects					n04303497	stapler.n.01
1165	closet walls	closet wall	5	1	12	wall	wall	Wall					n04546855	wall.n.01
345	scanner	scanner	5	40	7		otherprop	Objects						
893	elliptical machine	elliptical machine	5	40	7	machine	otherprop	Objects						
621	kettle	kettle	5	40	7	pot	otherprop	Objects					n03612814	kettle.n.01
1212	metronome	metronome	5	40	7		otherprop	Objects						
297	dumbell	dumbell	5	40	7		otherprop	Objects						
1213	music book	music book	5	23	2	book	books	Books					n02870526	book.n.11
1214	rice cooker	rice cooker	5	40	7		otherprop	Objects						
1215	dart board	dart board	5	38	7	board	otherstructure	Objects						
529	sewing machine	sewing machine	5	40	7	sewing machine	otherprop	Objects					n04179913	sewing_machine.n.01
1216	grab bar	grab bar	5	38	7	railing	otherstructure	Objects						
1217	flowerpot	flowerpot	5	40	7	vase	otherprop	Objects	vase		jar	3593526	n04522168	vase.n.01
1218	painting	painting	5	11	8	picture	picture	Picture					n03931044	picture.n.01
1219	railing	railing	5	38	7	railing	otherstructure	Objects						
1220	stair	stair	5	38	7	stairs	otherstructure	Objects	stairs				n04314914	step.n.04
525	toolbox	toolbox	5	39	6	chest	otherfurniture	Furniture					n04452615	toolbox.n.01
204	nerf gun	nerf gun	5	40	7		otherprop	Objects						
693	binders	binder	5	40	7	binder	otherprop	Objects						
179	desk lamp	desk lamp	5	35	7	lamp	lamp	Objects	lamp		lamp	3636649	n03636649	lamp.n.02
1221	quadcopter	quadcopter	5	40	7		otherprop	Objects						
1222	pitcher	pitcher	5	40	7	pitcher	otherprop	Objects					n03950228	pitcher.n.02
1223	hanging	hanging	5	40	7		otherprop	Objects						
1224	mail	mail	5	40	7		otherprop	Objects						
1225	closet ceiling	closet ceiling	5	22	3	ceiling	ceiling	Ceiling					n02990373	ceiling.n.01
1226	hoverboard	hoverboard	5	40	7		otherprop	Objects						
1227	beanbag chair	beanbag chair	5	39	6	bean bag	otherfurniture	Furniture					n02816656	beanbag.n.01
571	water heater	water heater	5	40	7	water heater	otherprop	Objects					n04560113	water_heater.n.01
1228	spray bottle	spray bottle	5	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
556	rope	rope	5	40	7	rope	otherprop	Objects					n04108268	rope.n.01
280	plastic container	plastic container	5	40	7	container	otherprop	Objects						
1229	soap bottle	soap bottle	5	40	7	soap	otherprop	Objects						
1230	ikea bag	ikea bag	4	37	7	bag	bag	Objects				2773838	n02773838	bag.n.06
1231	sleeping bag	sleeping bag	4	40	7		otherprop	Objects						
1232	duffel bag	duffel bag	4	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
746	frying pan	frying pan	4	40	7	frying pan	otherprop	Objects					n03400231	frying_pan.n.01
1233	oven mitt	oven mitt	4	40	7		otherprop	Objects						
1234	pot	pot	4	40	7	pot	otherprop	Objects						
144	hand dryer	hand dryer	4	40	7		otherprop	Objects						
282	dollhouse	dollhouse	4	39	6	doll house	otherfurniture	Furniture					n03219483	dollhouse.n.01
167	shampoo bottle	shampoo bottle	4	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
1235	hair brush	hair brush	4	40	7		otherprop	Objects					n02908217	brush.n.02
1236	tennis racket	tennis racket	4	40	7		otherprop	Objects						
1237	display case	display case	4	40	7	case	otherprop	Objects						
234	ping pong table	ping pong table	4	39	6	ping pong table	otherfurniture	Furniture	table	table	table	4379243	n04379243	table.n.02
563	boiler	boiler	4	40	7		otherprop	Objects						
1238	bag of coffee beans	bag of coffee beans	4	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
1239	bananas	banana	4	40	7		otherprop	Objects					n00021265	food.n.01
1240	carseat	carseat	4	40	7		otherprop	Objects						
366	helmet	helmet	4	40	7		otherprop	Objects			helmet	3513137	n03513137	helmet.n.02
816	umbrella	umbrella	4	40	7	umbrella	otherprop	Objects					n04507155	umbrella.n.01
1241	coffee box	coffee box	4	40	7		otherprop	Objects						
719	envelope	envelope	4	40	7	envelope	otherprop	Objects					n03291819	envelope.n.01
284	wet floor sign	wet floor sign	4	40	7	sign	otherprop	Objects						
1242	clothing rack	clothing rack	4	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05
247	controller	controller	4	40	7		otherprop	Objects					n03096960	control.n.09
1243	bath walls	bathroom wall	4	1	12	wall	wall	Wall					n04546855	wall.n.01
1244	podium	podium	4	39	6		otherfurniture	Furniture						
1245	storage box	storage box	4	29	7	box	box	Objects					n02883344	box.n.01
1246	dolly	dolly	4	40	7		otherprop	Objects						
1247	shampoo	shampoo	3	40	7		otherprop	Objects						
592	paper tray	paper tray	3	40	7	paper tray	otherprop	Objects						
385	cabinet door	cabinet door	3	8	12	door	door	Wall	door					
1248	changing station	changing station	3	40	7		otherprop	Objects						
1249	poster printer	poster printer	3	40	7	printer	otherprop	Objects			printer	4004475	n04004475	printer.n.03
133	screen	screen	3	40	7		otherprop	Objects						
301	soap bar	soap bar	3	38	7	bar	otherstructure	Objects						
1250	crutches	crutches	3	40	7		otherprop	Objects						
379	studio light	studio light	3	38	7	light	otherstructure	Objects						
130	stack of cups	cup	3	40	7	cup	otherprop	Objects	cup		cup or mug	3797390	n03797390	mug.n.04
1251	toilet flush button	toilet flush button	3	40	7		otherprop	Objects						
450	trunk	trunk	3	40	7		otherprop	Objects						
1252	grocery bag	grocery bag	3	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
316	plastic bin	plastic bin	3	40	7	bin	otherprop	Objects						
1253	pizza box	pizza box	3	29	7	box	box	Objects						
385	cabinet doors	cabinet door	3	3	6	cabinet	cabinet	Furniture			cabinet	2933112	n02933112	cabinet.n.01
1254	legs	legs	3	31	7	person	person	Objects	person				n05217688	person.n.02
461	car	car	3	40	7	car	otherprop	Objects	car		car	2958343	n02958343	car.n.01
1255	shaving cream	shaving cream	3	40	7		otherprop	Objects						
1256	luggage stand	luggage stand	3	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05
599	shredder	shredder	3	40	7		otherprop	Objects					n04210120	shredder.n.01
281	statue	statue	3	40	7	sculpture	otherprop	Objects					n04306847	statue.n.01
1257	urinal	urinal	3	33	7	toilet	toilet	Objects	toilet	toilet			n04446276	toilet.n.01
1258	hose	hose	3	40	7		otherprop	Objects						
1259	bike pump	bike pump	3	40	7		otherprop	Objects						
319	coatrack	coatrack	3	40	7		otherprop	Objects					n03059103	coatrack.n.01
1260	bear	bear	3	40	7		otherprop	Objects						
28	wall lamp	lamp	3	35	7	lamp	lamp	Objects	lamp		lamp	3636649	n03636649	lamp.n.02
1261	humidifier	humidifier	3	40	7		otherprop	Objects						
546	toothpaste	toothpaste	3	40	7	toothpaste	otherprop	Objects						
1262	mouthwash bottle	mouthwash bottle	3	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
1263	poster cutter	poster cutter	3	40	7		otherprop	Objects						
1264	golf bag	golf bag	3	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
1265	food container	food container	3	40	7	container	otherprop	Objects					n03094503	container.n.01
1266	camera	camera	3	40	7		otherprop	Objects						
28	table lamp	lamp	3	35	7	lamp	lamp	Objects	lamp		lamp	3636649	n04380533	table_lamp.n.01
1267	yoga mat	yoga mat	3	20	5	floor mat	floor mat	Floor					n03727837	mat.n.01
1268	card	card	3	40	7		otherprop	Objects						
1269	mug	mug	3	40	7	cup	otherprop	Objects	cup		cup or mug	3797390	n03797390	mug.n.04
188	shower doors	shower door	3	38	7		otherstructure	Objects					n04208936	shower.n.01
689	cardboard	cardboard	3	40	7		otherprop	Objects						
1270	rack stand	rack stand	3	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05
1271	boxes of paper	boxes of paper	3	29	7	box	box	Objects					n02883344	box.n.01
1272	flag	flag	3	40	7		otherprop	Objects						
354	futon	futon	3	39	6	mattress	otherfurniture	Furniture					n03408444	futon.n.01
339	magazine	magazine	3	40	7	magazine	otherprop	Objects					n06595351	magazine.n.01
1009	exit sign	exit sign	3	40	7	exit sign	otherprop	Objects						
1273	rolled poster	rolled poster	3	40	7		otherprop	Objects						
1274	wheel	wheel	3	40	7		otherprop	Objects						
15	pictures	picture	3	11	8	picture	picture	Picture					n03931044	picture.n.01
1275	blackboard eraser	blackboard eraser	3	40	7	eraser	otherprop	Objects					n03294833	eraser.n.01
361	organizer	organizer	3	40	7		otherprop	Objects					n03918737	personal_digital_assistant.n.01
1276	doll	doll	3	40	7	toy	otherprop	Objects					n03964744	plaything.n.01
326	book rack	book rack	3	39	6	bookrack	otherfurniture	Furniture						
1277	laundry bag	laundry bag	3	40	7	laundry basket	otherprop	Objects			basket	2801938	n03050864	clothes_hamper.n.01
1278	sponge	sponge	3	40	7		otherprop	Objects						
116	seating	seat	3	39	6	furniture	otherfurniture	Furniture					n04161981	seat.n.03
1184	folded chairs	folded chair	2	5	4	chair	chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01
1279	lotion bottle	lotion bottle	2	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
212	can	can	2	40	7	can	otherprop	Objects			can	2946921	n02946921	can.n.01
1280	lunch box	lunch box	2	40	7		otherprop	Objects						
1281	food display	food display	2	40	7		otherprop	Objects						
794	storage shelf	storage shelf	2	40	7		otherprop	Objects						
1282	sliding wood door	sliding wood door	2	40	7		otherprop	Objects						
955	pants	pants	2	40	7		otherprop	Objects					n04489008	trouser.n.01
387	wood	wood	2	40	7		otherprop	Objects						
69	boards	board	2	38	7	board	otherstructure	Objects						
65	bottles	bottle	2	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
523	washcloth	washcloth	2	40	7		otherprop	Objects					n04554523	washcloth.n.01
389	workbench	workbench	2	39	6	bench	otherfurniture	Furniture	bench		table	4379243	n04600486	workbench.n.01
29	open kitchen cabinet	kitchen cabinet	2	3	6	cabinet	cabinet	Furniture					n02933112	cabinet.n.01
1283	organizer shelf	organizer shelf	2	15	6	shelves	shelves	Furniture	bookshelf		bookshelf	2871439	n02871439	bookshelf.n.01
146	frame	frame	2	38	7		otherstructure	Objects						
130	cups	cup	2	40	7	cup	otherprop	Objects	cup		cup or mug	3797390	n03797390	mug.n.04
372	exercise ball	exercise ball	2	40	7	ball	otherprop	Objects						
289	easel	easel	2	39	6	stand	otherfurniture	Furniture					n03262809	easel.n.01
440	garbage bag	garbage bag	2	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
321	roomba	roomba	2	40	7		otherprop	Objects						
976	garage door	garage door	2	38	7	garage door	otherstructure	Objects	door					
1256	luggage rack	luggage stand	2	39	6	stand	otherfurniture	Furniture					n04038440	
1284	bike lock	bike lock	2	40	7		otherprop	Objects						
1285	briefcase	briefcase	2	40	7		otherprop	Objects						
357	hand towel	hand towel	2	27	7	towel	towel	Objects					n03490006	hand_towel.n.01
1286	bath products	bath product	2	40	7		otherprop	Objects						
1287	star	star	2	40	7		otherprop	Objects						
365	map	map	2	40	7	map	otherprop	Objects					n03720163	map.n.01
1288	coffee bean bag	coffee bean bag	2	37	7	bag	bag	Objects			suitcase	2773838	n02773838	bag.n.06
81	headboard	headboard	2	39	6	headboard	otherfurniture	Furniture					n03502200	headboard.n.01
1289	ipad	ipad	2	40	7		otherprop	Objects						
1290	display rack	display rack	2	39	6	stand	otherfurniture	Furniture					n04038440	rack.n.05
948	traffic cone	traffic cone	2	40	7	cone	otherprop	Objects	cone					
174	toiletry	toiletry	2	40	7		otherprop	Objects					n04447443	toiletry.n.01
1028	canopy	canopy	2	40	7		otherprop	Objects						
1291	massage chair	massage chair	2	5	4	chair	chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01
1292	paper organizer	paper organizer	2	40	7		otherprop	Objects						
1005	barricade	barricade	2	40	7		otherprop	Objects						
235	platform	platform	2	38	7		otherstructure	Objects						
1293	cap	cap	2	40	7	hat	otherprop	Objects					n03497657	hat.n.01
1294	dumbbell plates	dumbbell plates	2	40	7		otherprop	Objects						
1295	elevator	elevator	2	38	7		otherstructure	Objects						
1296	cooking pan	cooking pan	2	40	7	pan	otherprop	Objects					n03880531	pan.n.01
1297	trash bag	trash bag	2	37	7	bag	bag	Objects						
1298	santa	santa	2	40	7		otherprop	Objects						
1299	jewelry box	jewelry box	2	29	7	box	box	Objects					n02883344	box.n.01
1300	boat	boat	2	40	7		otherprop	Objects						
1301	sock	sock	2	21	7	clothes	clothes	Objects					n02728440	apparel.n.01
1051	kinect	kinect	2	40	7	kinect	otherprop	Objects						
566	crib	crib	2	39	6	crib	otherfurniture	Furniture						
1302	plastic storage bin	plastic storage bin	2	40	7	container	otherprop	Objects					n03094503	container.n.01
1062	cooler	cooler	2	24	6	refridgerator	refridgerator	Furniture					n03102654	cooler.n.01
1303	kitchen apron	kitchen apron	2	21	7	clothes	clothes	Objects					n02728440	apparel.n.01
1304	dishwashing soap bottle	dishwashing soap bottle	2	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
1305	xbox controller	xbox controller	2	40	7		otherprop	Objects						
1306	banana holder	banana holder	2	40	7		otherprop	Objects						
298	ping pong paddle	ping pong paddle	2	40	7		otherprop	Objects						
1307	airplane	airplane	2	40	7		otherprop	Objects						
1308	conditioner bottle	conditioner bottle	2	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
1309	tea kettle	tea kettle	2	40	7	tea kettle	otherprop	Objects					n04397768	teakettle.n.01
43	bedframe	bedframe	2	39	6		otherfurniture	Furniture						
1310	wood beam	wood beam	2	38	7		otherstructure	Objects						
593	toilet paper package	toilet paper package	2	40	7		otherprop	Objects						
1311	wall mounted coat rack	wall mounted coat rack	2	40	7		otherprop	Objects					n03059103	coatrack.n.01
1312	film light	film light	2	40	7		otherprop	Objects						
749	ceiling lamp	ceiling lamp	1	35	7	lamp	lamp	Objects	lamp		lamp	3636649	n03636649	lamp.n.02
623	chain	chain	1	40	7		otherprop	Objects						
1313	sofa	sofa	1	6	9	sofa	sofa	Sofa	sofa	sofa	sofa	4256520	n04256520	sofa.n.01
99	closet wardrobe	wardrobe	1	39	6	wardrobe	otherfurniture	Furniture	wardrobe				n04550184	wardrobe.n.01
265	sweater	sweater	1	40	7		otherprop	Objects					n04370048	sweater.n.01
1314	kitchen mixer	kitchen mixer	1	40	7		otherprop	Objects						
99	wardrobe	wardrobe	1	39	6	wardrobe	otherfurniture	Furniture	wardrobe				n04550184	wardrobe.n.01
1315	water softener	water softener	1	40	7		otherprop	Objects						
448	banister	banister	1	38	7	banister	otherstructure	Objects					n02788148	bannister.n.02
257	trolley	trolley	1	40	7	trolley	otherprop	Objects					n04335435	streetcar.n.01
1316	pantry shelf	pantry shelf	1	15	6	shelves	shelves	Furniture	bookshelf		bookshelf	2871439	n02871439	bookshelf.n.01
786	sofa bed	sofa bed	1	4	1	bed	bed	Bed	bed	bed	bed	2818832	n02818832	bed.n.01
801	loofa	loofa	1	40	7		otherprop	Objects						
972	shower faucet handle	shower faucet handle	1	40	7	handle	otherprop	Objects						
1317	toy piano	toy piano	1	40	7	toy	otherprop	Objects					n03964744	plaything.n.01
1318	fish	fish	1	40	7		otherprop	Objects						
75	file cabinets	file cabinet	1	3	6	cabinet	cabinet	Furniture			cabinet	2933112	n02933112	cabinet.n.01
657	cat litter box	cat litter box	1	29	7	box	box	Objects						
561	electric panel	electric panel	1	40	7		otherprop	Objects						
93	suitcases	suitcase	1	40	7	luggage	otherprop	Objects					n02774630	baggage.n.01
513	curtain rod	curtain rod	1	38	7	curtain rod	otherstructure	Objects						
411	bunk bed	bunk bed	1	39	6	bunk bed	otherfurniture	Furniture	bed	bed	bed	2818832	n02920259	bunk_bed.n.01
1122	chandelier	chandelier	1	38	7	chandelier	otherstructure	Objects					n03005285	chandelier.n.01
922	tape	tape	1	40	7	tape	otherprop	Objects						
88	plates	plate	1	40	7		otherprop	Objects						
518	alarm	alarm	1	40	7	alarm	otherprop	Objects			clock	3046257	n02694662	alarm_clock.n.01
814	fire hose	fire hose	1	40	7		otherprop	Objects					n03346004	fire_hose.n.01
1319	toy dinosaur	toy dinosaur	1	40	7	toy	otherprop	Objects					n03964744	plaything.n.01
1320	cone	cone	1	40	7		otherprop	Objects						
649	glass doors	glass door	1	8	12	door	door	Wall	door				n03221720	door.n.01
607	hatrack	hatrack	1	40	7		otherprop	Objects					n03059103	coatrack.n.01
819	subwoofer	subwoofer	1	40	7	speaker	otherprop	Objects			speaker	3691459	n04349401	subwoofer.n.01
1321	fire sprinkler	fire sprinkler	1	40	7		otherprop	Objects						
1322	trash cabinet	trash cabinet	1	3	6	cabinet	cabinet	Furniture			cabinet	2933112	n02933112	cabinet.n.01
1204	pantry walls	pantry wall	1	1	12	wall	wall	Wall					n04546855	wall.n.01
227	photo	photo	1	40	7	photo	otherprop	Objects					n03925226	photograph.n.01
817	barrier	barrier	1	40	7		otherprop	Objects					n02796623	barrier.n.01
130	stacks of cups	cup	1	40	7		otherprop	Objects						
712	beachball	beachball	1	40	7	ball	otherprop	Objects					n02814224	beach_ball.n.01
1323	folded boxes	folded boxes	1	40	7		otherprop	Objects						
1324	contact lens solution bottle	contact lens solution bottle	1	40	7	bottle	otherprop	Objects	bottle		bottle	2876657	n02876657	bottle.n.01
673	covered box	covered box	1	29	7	box	box	Objects						
459	folder	folder	1	40	7	folder	otherprop	Objects					n03376279	folder.n.02
643	mail trays	mail tray	1	40	7	mail tray	otherprop	Objects						
238	slipper	slipper	1	40	7		otherprop	Objects					n04241394	slipper.n.01
765	magazine rack	magazine rack	1	39	6	stand	otherfurniture	Furniture					n03704549	magazine_rack.n.01
1008	sticker	sticker	1	40	7	sticker	otherprop	Objects					n07272545	gummed_label.n.01
225	lotion	lotion	1	40	7		otherprop	Objects					n03690938	lotion.n.01
1083	buddha	buddha	1	40	7		otherprop	Objects						
813	file organizer	file organizer	1	40	7		otherprop	Objects						
138	paper towel rolls	paper towel roll	1	40	7	paper towel	otherprop	Objects					n03887697	paper_towel.n.01
1145	night lamp	night lamp	1	35	7	lamp	lamp	Objects	lamp		lamp	3636649	n03636649	lamp.n.02
796	fuse box	fuse box	1	40	7		otherprop	Objects						
1325	knife block	knife block	1	40	7		otherprop	Objects						
363	furnace	furnace	1	39	6	furnace	otherfurniture	Furniture						
1174	cd cases	cd case	1	40	7		otherprop	Objects						
38	stools	stool	1	40	7	stool	otherprop	Objects	stool				n04326896	stool.n.01
1326	hand sanitzer dispenser	hand sanitzer dispenser	1	40	7		otherprop	Objects					n04254120	soap_dispenser.n.01
997	teapot	teapot	1	40	7	tea pot	otherprop	Objects					n04398044	teapot.n.01
1327	pen holder	pen holder	1	40	7		otherprop	Objects						
1328	tray rack	tray rack	1	40	7		otherprop	Objects						
1329	wig	wig	1	40	7		otherprop	Objects						
182	switch	switch	1	40	7		otherprop	Objects					n04372370	switch.n.01
280	plastic containers	plastic container	1	40	7	container	otherprop	Objects					n03094503	container.n.01
1330	night light	night light	1	40	7		otherprop	Objects						
1331	notepad	notepad	1	40	7		otherprop	Objects						
1332	mail bin	mail bin	1	40	7		otherprop	Objects						
1333	elevator button	elevator button	1	40	7		otherprop	Objects						
939	gaming wheel	gaming wheel	1	40	7		otherprop	Objects						
1334	drum set	drum set	1	40	7		otherprop	Objects						
480	cosmetic bag	cosmetic bag	1	37	7	bag	bag	Objects						
907	coffee mug	coffee mug	1	40	7	vessel	otherprop	Objects			cup or mug	3797390	n03063599	coffee_mug.n.01
1335	closet shelf	closet shelf	1	15	6	shelves	shelves	Furniture	bookshelf		bookshelf	2871439	n02871439	bookshelf.n.01
1336	baby mobile	baby mobile	1	40	7		otherprop	Objects						
829	diaper bin	diaper bin	1	40	7	bin	otherprop	Objects						
947	door wall	door wall	1	1	12	wall	wall	Wall						
1116	stepstool	stepstool	1	40	7	step stool	otherprop	Objects						
599	paper shredder	shredder	1	40	7		otherprop	Objects						
733	dress rack	dress rack	1	40	7		otherprop	Objects						
123	cover	cover	1	40	7	blanket	otherprop	Objects						
506	shopping bag	shopping bag	1	37	7	bag	bag	Objects					n04204081	shopping_bag.n.01
569	sliding door	sliding door	1	8	12	door	door	Wall	door				n04239074	sliding_door.n.01
1337	exercise bike	exercise bike	1	40	7	machine	otherprop	Objects						
1338	recliner chair	recliner chair	1	5	4	chair	chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01
1314	kitchenaid mixer	kitchen mixer	1	40	7		otherprop	Objects						
1339	soda can	soda can	1	40	7	can	otherprop	Objects			can	2946921	n02946921	can.n.01
1340	stovetop	stovetop	1	38	7	stove	otherstructure	Objects			stove	4330267	n04330267	stove.n.02
851	stepladder	stepladder	1	39	6	ladder	otherfurniture	Furniture	stairs				n04315599	step_ladder.n.01
142	tap	tap	1	40	7	faucet	otherprop	Objects			faucet	3325088	n04559451	water_faucet.n.01
436	cable	cable	1	40	7	cables	otherprop	Objects						
1341	baby changing station	baby changing station	1	39	6		otherfurniture	Furniture						
1342	costume	costume	1	21	7	clothes	clothes	Objects					n02728440	apparel.n.01
885	rocking chair	rocking chair	1	5	4	chair	chair	Chair	chair	chair	chair	3001627	n04099969	rocking_chair.n.01
693	binder	binder	1	40	7	binder	otherprop	Objects						
815	media center	media center	1	3	6	cabinet	cabinet	Furniture			cabinet	2933112	n02933112	cabinet.n.01
401	towel rack	towel rack	1	40	7		otherprop	Objects					n04459773	towel_rack.n.01
1343	medal	medal	1	40	7		otherprop	Objects						
1184	stack of folded chairs	folded chair	1	5	4	chair	chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01
1344	telescope	telescope	1	40	7		otherprop	Objects						
1345	closet doorframe	closet doorframe	1	8	12	door	door	Wall	door					
160	glass	glass	1	38	7	glass	otherstructure	Objects					n03438257	glass.n.02
1126	baseball cap	baseball cap	1	40	7		otherprop	Objects			cap	2954340	n02799323	baseball_cap.n.01
1346	battery disposal jar	battery disposal jar	1	40	7	jar	otherprop	Objects			jar	3593526	n03593526	jar.n.01
332	mop	mop	1	40	7		otherprop	Objects					n04367480	swab.n.02
397	tank	tank	1	40	7		otherprop	Objects						
643	mail tray	mail tray	1	40	7	mail tray	otherprop	Objects						
551	centerpiece	centerpiece	1	40	7	centerpiece	otherprop	Objects					n02994419	centerpiece.n.02
1163	stick	stick	1	40	7	stick	otherprop	Objects						
1347	closet floor	closet floor	1	2	5	floor	floor	Floor					n03365592	floor.n.01
1348	dryer sheets	dryer sheets	1	40	7		otherprop	Objects						
803	bycicle	bycicle	1	40	7		otherprop	Objects						
484	flower stand	flower stand	1	39	6	stand	otherfurniture	Furniture						
1349	air mattress	air mattress	1	4	1	bed	bed	Bed	bed	bed	bed	2818832	n02818832	bed.n.01
1350	clip	clip	1	40	7		otherprop	Objects						
222	side table	side table	1	7	10	table	table	Table	table	table	table	4379243	n04379243	table.n.02
1253	pizza boxes	pizza box	1	29	7	box	box	Objects					n02883344	box.n.01
1351	display	display	1	39	7		otherfurniture	Furniture						
1352	postcard	postcard	1	40	7		otherprop	Objects						
828	display sign	display sign	1	40	7	sign	otherprop	Objects						
1353	paper towel	paper towel	1	40	7	paper towel	otherprop	Objects					n03887697	paper_towel.n.01
612	boots	boot	1	40	7	shoe	otherprop	Objects					n04199027	
1354	tennis racket bag	tennis racket bag	1	40	7		otherprop	Objects						
1355	air hockey table	air hockey table	1	7	10	table	table	Table	table	table	table	4379243	n04379243	table.n.02
1301	socks	sock	1	21	7	clothes	clothes	Objects						
1356	food bag	food bag	1	37	7	bag	bag	Objects						
1199	clothes hangers	clothes hanger	1	40	7		otherprop	Objects						
1357	starbucks cup	starbucks cup	1	40	7	cup	otherprop	Objects	cup		cup or mug	3797390	n03797390	mug.n.04
